id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
64473,36609774,Charming remote-friendly flat in historic Bed Stuy,57764584320,verified,Mark,Brooklyn,Bedford-Stuyvesant,40.68182,-73.92459,United States,US,TRUE,flexible,Entire home/apt,2012,$87 ,$17 ,30,36,8/15/2021,0.74,2,1,203,,
86074,48540006,Great ZEN & Peaceful one bedroom in Time Square!,8299816551,verified,Carla,Manhattan,Hell's Kitchen,40.76212,-73.9882,United States,US,TRUE,strict,Entire home/apt,2011,$851 ,$170 ,4,112,07-01-2019,2.97,1,1,199,No Smoking No Pets,
87659,49415402,Newly renovated studio in heart of downtown NYC,96539163420,unconfirmed,Joe,Manhattan,East Village,40.72441,-73.98683,United States,US,TRUE,flexible,Entire home/apt,2016,$164 ,$33 ,5,5,3/21/2019,0.14,2,1,0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
92427,52048768,Private Suite in NYC 15 minutes to Times Square,52327522662,unconfirmed,Ayesha,Queens,Sunnyside,40.74648,-73.91919,United States,US,TRUE,flexible,Private room,2019,$441 ,$88 ,1,76,6/30/2019,4.43,5,1,301,No smoking. No pets No visitors Cleaning of rooms & toilets will be down by guest after use and at check out.  A surcharge of $50 will be imposed if guests smoke within the property.  Sanitary pads are not allowed in the WC.   Kitchen utensils are to be washed after use always.  If you lose the keys $20 surcharge will be imposed for replacement. Turn off all lights and electronics  in your room if not in use or not home.,
9083,6017877,Single Family Bushwick Oasis,85370073446,unconfirmed,Rebecca & Warren,Brooklyn,Bushwick,40.69847,-73.92787,United States,US,FALSE,strict,Entire home/apt,2015,$861 ,$172 ,2,23,10/29/2016,0.49,1,1,338,"Enjoy the fantastic neighborhood and our newly renovated home! Please try to be discreet when entering and exiting our building out of respect to our neighbors in the building. (Our neighbors are all very nice, but there is one who likes to complain about everything!) Please let me know your approx check-in and check-out time upon booking.",
22046,13177342,Adorable Bright Private Bedroom.,65176336087,unconfirmed,Kevin,Staten Island,West Brighton,40.63149,-74.12393,United States,US,FALSE,strict,Private room,2004,$519 ,$104 ,2,32,6/29/2019,1.14,2,3,315,"Please respect the place as if it was your own. No parties or crazy business.  Pets are not allowed.  Our apartment is also a non-smoking environment.  Our community is very quiet and we have a close relationship with our neighbors. We ask that you respect our neighbor’s privacy and monitor noise levels during the night time. If you need to smoke, please smoke outside the building and dispose of your cigarettes afterward.  We also ask that you keep the place relatively clean when you leave.",
35632,20680890,Beatuful Harlem Urban Penthouse,63039819184,unconfirmed,Elvis,Manhattan,East Harlem,40.79824,-73.94014,United States,US,TRUE,moderate,Entire home/apt,2005,$113 ,$23 ,2,53,06-11-2019,5.96,2,1,14,,
68797,38997919,Bright Harlem Apt. in New Building!,79570945388,verified,Gregory,Manhattan,Harlem,40.82153,-73.94525,United States,US,FALSE,strict,Entire home/apt,2022,$542 ,$108 ,2,153,1/23/2022,2.16,4,2,334,,
54255,30966373,Newly renovated rental in Jackson Heights!,63238446312,verified,Manuel,Queens,Jackson Heights,40.75375,-73.89718,United States,US,TRUE,strict,Entire home/apt,2015,$474 ,$95 ,4,2,2/14/2022,1.67,4,1,329,,
66158,37540399,Large Room in Trendy Bushwick - 4,83221633333,unconfirmed,Anthony,Brooklyn,Bushwick,40.68648,-73.9155,United States,US,TRUE,moderate,Private room,2006,"$1,172 ",$234 ,30,1,1/15/2021,0.07,4,24,306,,
50385,28828972,Prime Williamsburg Location & Near Subway!,57762708728,unconfirmed,Rob,Brooklyn,Williamsburg,40.71483,-73.95942,United States,US,TRUE,strict,Entire home/apt,2019,"$1,173 ",$235 ,2,12,2/28/2022,0.61,2,1,0,,
376,1209001,Cozy Private Room in West Harlem!,47844092672,verified,Higgins,Manhattan,Harlem,40.8054,-73.95189,United States,US,FALSE,strict,Private room,2005,$947 ,$189 ,1,1,01-02-2016,0.02,1,1,53,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. Please help me keep the place clean and organized by cleaning up after yourself, thank you.",
68782,38989635,Bright and lovely 1-bdrm LES apt w/ balcony,5472123601,unconfirmed,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,United States,US,FALSE,flexible,Entire home/apt,2016,$857 ,$171 ,28,56,1/23/2022,0.42,2,2,1,,
66870,37933637,Quintessential NYC Loft Space with Manhattan Views,26423942370,unconfirmed,James,Brooklyn,DUMBO,40.70288,-73.98717,United States,US,TRUE,flexible,Entire home/apt,2012,$311 ,$62 ,30,1,09-05-2020,0.05,5,1,0,,
25730,15212015,Secret Garden,95384177086,verified,Lawrence & Patrice,Brooklyn,East Flatbush,40.63826,-73.93186,United States,US,FALSE,strict,Private room,2016,"$1,066 ",$213 ,4,21,5/13/2019,0.93,5,2,320,"Check in/out: We can meet outside of my building at check-in between 4:00pm-6:00pm.  If you can give me an estimated ETA, that would be helpful!  Please leave your keys in the studio when you check-out Thursday afternoon.  I am very flexible with check-out between 12:00pm-3:00pm. Go up 1 flight of stairs, and it will be the first door to the right.   The door locks automatically, but there is a deadbolt and lock.  You do not have to deadbolt the door every time you leave.  TV – Press and hold the “All On” button to turn on TV Towels are on the top shelf in the bathroom, and the bed is all set!   I do have a portable A/C in the second window on the right.  Since I live on the second floor, it does not get too warm, but if you do need it, please remember to turn it off if you are leaving the building. Trash/recycling days are Sundays and Thursdays. There’s trash bags on the third shelf in the bathroom closet to the left.  When you are checking out on Thursday, please take the trash out r",
60051,34167503,"Heaven on Earth 2 bedrooms apartment, close to JFK",2952937401,verified,Karlyne,Queens,Laurelton,40.66997,-73.74729,United States,US,FALSE,strict,Entire home/apt,2020,$280 ,$56 ,2,5,12/29/2021,1.53,5,1,365,,
15059,9318422,Plush 2 Bedroom Midtown West NYC Apartment,94182860002,verified,Kara,Manhattan,Midtown,40.76647,-73.9829,United States,US,FALSE,moderate,Entire home/apt,2009,$943 ,$189 ,30,0,,,5,121,179,"No smoking, no pets, no parties please. Respect property and neighbors.",
38204,22101405,Room for 3 and 5 minute walk to train!,72206010347,verified,Kevin,Brooklyn,East Flatbush,40.64574,-73.94675,United States,US,FALSE,strict,Private room,2021,$152 ,$30 ,1,46,07-05-2019,6.03,2,2,34,,
64023,36361239,brooklyn 14 bedroom gated community,89800127710,unconfirmed,Tzvi,Brooklyn,Sea Gate,40.57601,-74.01072,United States,US,TRUE,flexible,Entire home/apt,2020,$136 ,$27 ,2,11,09-05-2021,0.19,3,1,171,,
82428,46526320,Ideal Greenpoint 1 Bedroom,66340896983,verified,Colin,Brooklyn,Greenpoint,40.73038,-73.95548,United States,US,TRUE,strict,Entire home/apt,2010,$905 ,$181 ,1,0,,,3,1,0,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
16658,10201549,Sunny & Comfy room in Crown Heights,21095490069,unconfirmed,Angelica,Brooklyn,Crown Heights,40.67437,-73.95711,United States,US,TRUE,moderate,Private room,2011,$105 ,$21 ,2,0,,,2,1,106,This is our home so please treat it with care.  No pets and no smoking.,
48500,27787886,Cozy Tiny Room with Prvate Toilet-18m to Times Sqr,49426013984,unconfirmed,Mutaz,Manhattan,Washington Heights,40.84762,-73.93898,United States,US,FALSE,strict,Private room,2019,"$1,153 ",$231 ,4,0,,,4,5,7,,
21751,13014413,Minimalist Room with a Spectacular view,68438842645,unconfirmed,Maria,Manhattan,Kips Bay,40.73695,-73.97336,United States,US,FALSE,moderate,Private room,2005,$674 ,$135 ,2,37,06-02-2019,1.39,4,1,33,"House quiet hours are from 10 pm to 8 am.  We ask guests to simply be respectful and mindful that there are others living downstairs.  We also ask guests to remember that although you will have your own private space, this is not a hotel or even a room for rent, it is a private home that we will be sharing.  As such, we ask you to treat the apartment and its' contents as any guest would in a private home and to keep it clean and leave it as you find it.  There are no overnight guests in our home other than those on the actual reservtion. If there is a last minute situation, please check with us first.  There are no pets or smoking anywhere on the premises inside or out, or any other open flames.",
32476,18937831,Posh 1BR in Midtown East by Sonder,95502271642,verified,Sonder,Manhattan,Murray Hill,40.74454,-73.97339,United States,US,FALSE,moderate,Entire home/apt,2017,$193 ,$39 ,29,1,07-12-2018,0.08,2,96,365,smoking outside no pets quiet friendly people preferred,
86959,49028792,Bright & Dramatic 3 bed/2bath Duplex,45910447182,verified,Shoshana,Brooklyn,Bedford-Stuyvesant,40.68343,-73.94394,United States,US,TRUE,strict,Entire home/apt,2015,$581 ,$116 ,2,103,07-04-2019,2.9,5,2,144,"Check-in is 2:00 pm, and checkout 11:00 am. You may bring bags in before check in time or leave it to pick up later. Let me know to arrange it. After reservation please send me your arrival and departure time for logistics Help yourself coffee or tea anytime NO shoes to the second floor  Keep the volume low before 8am and after 10pm Close the doors gently No shower after  11:30pm No laundry after  before 9am and after 8pm Keep the kitchen in a decent condition after your use Close the shower curtain well, no hair in the tub, no water around the sink on the sink there is a sponge you can use it to dry Turn off the light when you leave the room Trash out from the room  BLUE BOX recycling  Please respect this rules. Full refunded of security deposit in this case",
61408,34916974,Spacious 2-room suite in Greenpoint,92734770308,verified,Lauryn,Brooklyn,Williamsburg,40.71942,-73.94553,United States,US,FALSE,flexible,Private room,2015,$476 ,$95 ,2,18,12-12-2021,2.15,4,1,0,,
35506,20611300,Harlem White - City College,48358461747,unconfirmed,James,Manhattan,Harlem,40.82162,-73.94902,United States,US,FALSE,strict,Shared room,2021,$984 ,$197 ,2,54,6/26/2019,5.61,2,2,22,,
10391,6740285,Elegant Accommodation On A Budget!,14371089172,verified,Nkatha,Manhattan,Harlem,40.81944,-73.9408,United States,US,FALSE,flexible,Private room,2008,$989 ,$198 ,1,27,6/19/2019,0.59,2,2,123,No pets. No smoking. Please :),
21574,12916656,Beautiful 2BR with Private Rooftop Deck LES,29638353957,unconfirmed,Jackie,Manhattan,Lower East Side,40.71306,-73.98715,United States,US,TRUE,flexible,Entire home/apt,2012,$242 ,$48 ,1,67,6/23/2019,2.46,5,1,185,You may come and go as you please.  No smoking is allowed in the house.,
82353,46484898,Luxury mini Suite.,93794890290,unconfirmed,Monica,Bronx,Westchester Square,40.83758,-73.84382,United States,US,FALSE,moderate,Entire home/apt,2022,$554 ,$111 ,2,35,6/23/2019,1.52,4,2,129,"No smoking or drugs anywhere on property; no pets; no unauthorized guests. We expect guests to be respectful of our property and the neighborhood. Please remove shoes in downstairs entryway. Please confine eating to the kitchen area. Upon check out, please leave the apartment as close to how you found it as possible. Thank you!",
70929,40175423,Private Bed & Bath in a townhouse:Charm-Calm-Cozy-,41337810912,unconfirmed,Martine,Bronx,Port Morris,40.80011,-73.9133,United States,US,FALSE,moderate,Private room,2009,$788 ,$158 ,21,19,01-02-2019,0.28,3,2,178,,
44294,25464912,"Beautiful private Master Bedroom in
Bushwick!",77418550975,unconfirmed,Ben,Brooklyn,Bushwick,40.70395,-73.92585,United States,US,FALSE,flexible,Private room,2014,$564 ,$113 ,4,3,5/25/2019,1.43,5,1,75,,
71172,40309632,Bohemian 2BR DuplexLoft in Brooklyn,30836864367,unconfirmed,Vida,Brooklyn,Greenpoint,40.72569,-73.94054,United States,US,TRUE,flexible,Entire home/apt,2016,$205 ,$41 ,30,6,06-10-2019,0.1,3,52,310,,
26640,15714608,"Lovely, charming and clean bedroom in Manhattan.",32444601178,verified,Bel And Camila,Manhattan,East Harlem,40.79567,-73.9366,United States,US,FALSE,moderate,Private room,2003,$69 ,$14 ,1,44,6/21/2019,2.07,2,2,305,"- Be respectful, we are opening our home to you. - Clean up after yourself. - Be mindful of the neighbors and our busy work schedule. - If you have any questions, please ask, we are very friendly people. - Enjoy your stay!",
27544,16213887,Trendy Williamsburg House with Private Studio,38800843029,verified,Sarah,Brooklyn,Williamsburg,40.71369,-73.93669,United States,US,FALSE,moderate,Private room,2014,$309 ,$62 ,5,41,10/13/2018,2.11,5,1,125,"Please remember that this is a residential building.  All building rules, hotel occupancy restrictions and year-round tenant must be respected.",
1150,1636481,South Slope Private Bedroom,52248702986,unconfirmed,Kelly,Brooklyn,Sunset Park,40.66221,-73.99743,United States,US,TRUE,strict,Private room,2010,$874 ,$175 ,2,33,6/30/2019,0.39,4,1,210,- I've got a parking space that I can rent to you separately for $20 a night,
8394,5637342,Wonderful Kips Bay 1 BR + Elevator!,53065116693,unconfirmed,Jeff,Manhattan,Kips Bay,40.74077,-73.98085,United States,US,TRUE,flexible,Entire home/apt,2012,"$1,094 ",$219 ,2,0,,,4,1,409,#NAME?,
15091,9336095,NY Queens Penthouse HOME with Patio,5669825364,unconfirmed,Iris,Queens,Kew Gardens,40.70764,-73.83116,United States,US,FALSE,strict,Entire home/apt,2019,$227 ,$45 ,9,2,01-03-2019,0.22,2,4,288,"Please Note: This unit was just renovated in February 2016 and it comfortably accommodates one to three guests, but up to 4 guests are permitted if you so desire (two guests in the bedroom, 1 guest on the available twin air mattress and 1 guest on the sofa). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattress is deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if so",
15448,9533266,Bright  Studio Near Time Square,29764351168,verified,Jeniffer,Manhattan,Hell's Kitchen,40.76302,-73.99416,United States,US,FALSE,strict,Entire home/apt,2017,$660 ,$132 ,30,7,04-10-2019,0.19,3,31,217,EACH ROOM HAS A FULL SIZED BED AND NORMALLY ROOMS ARE RENTED TO SINGLE GUESTS ONLY. OCCASIONALLY A COUPLE OF ADULTS WILL BE CONSIDERED BUT THERE IS AN ADDITIONAL CHARGE FOR MORE THAN ONE PERSON,
58187,33138016,1 Bedroom for rent in -Gorgeous 3bd  Harlem Apt.,97991838907,verified,Zaza,Manhattan,East Harlem,40.79523,-73.93094,United States,US,FALSE,flexible,Private room,2020,$433 ,$87 ,2,58,01-04-2022,1.06,4,1,90,,
